text/value/type,text/value/coordinates/0,text/value/coordinates/1,text/id,text/key
Point,-75.5751,6.2359,1012349711737425920,Thu Jun 28 14:59:14 +0000 2018
Point,-74.0794,4.5997,1012349736592998401,Thu Jun 28 14:59:20 +0000 2018
Point,-74.0794,4.5997,1012349749930782721,Thu Jun 28 14:59:23 +0000 2018
Point,-74.082,4.60987,1012349794516393986,Thu Jun 28 14:59:34 +0000 2018
Point,-74.0794,4.5997,1012349908060397568,Thu Jun 28 15:00:01 +0000 2018
Point,-74.0361152,4.7234977,1012349965857886208,Thu Jun 28 15:00:15 +0000 2018
Point,-74.0794,4.5997,1012350011580010497,Thu Jun 28 15:00:25 +0000 2018
Point,-74.0794,4.5997,1012350059596402688,Thu Jun 28 15:00:37 +0000 2018
Point,-73.70861111,3.54722222,1012350167033540610,Thu Jun 28 15:01:03 +0000 2018
Point,-74.0794,4.5997,1012350168845471744,Thu Jun 28 15:01:03 +0000 2018
Point,-76.4813151,3.4637907,1012350224717803522,Thu Jun 28 15:01:16 +0000 2018
Point,-75.51738,5.067006,1012350228236775424,Thu Jun 28 15:01:17 +0000 2018
Point,-75.57930096,6.25318454,1012350325444042752,Thu Jun 28 15:01:40 +0000 2018
Point,-76.5225,3.43722,1012350474778021889,Thu Jun 28 15:02:16 +0000 2018
Point,-74.0794,4.5997,1012350491051941888,Thu Jun 28 15:02:20 +0000 2018
Point,-74.0794,4.5997,1012350699290677248,Thu Jun 28 15:03:09 +0000 2018
Point,-74.0507599,4.66024976,1012350708534964229,Thu Jun 28 15:03:12 +0000 2018
Point,-74.0794,4.5997,1012350813522366464,Thu Jun 28 15:03:37 +0000 2018
Point,-74.07008171,4.60517152,1012350832896102400,Thu Jun 28 15:03:41 +0000 2018
Point,-75.76984732,4.53904622,1012350875753418752,Thu Jun 28 15:03:52 +0000 2018
Point,-74.0794,4.5997,1012350938084851713,Thu Jun 28 15:04:06 +0000 2018
Point,-74.04406382,4.69224578,1012351010940112896,Thu Jun 28 15:04:24 +0000 2018
Point,-76.5225,3.43722,1012351021836890116,Thu Jun 28 15:04:26 +0000 2018
Point,-76.31111111,3.68388889,1012351040652480512,Thu Jun 28 15:04:31 +0000 2018
Point,-75.42799905,6.17106947,1012351050425229312,Thu Jun 28 15:04:33 +0000 2018
Point,-76.29998446,3.52365848,1012351098655567872,Thu Jun 28 15:04:45 +0000 2018
Point,-74.055625,4.6569,1012351230717452288,Thu Jun 28 15:05:16 +0000 2018
Point,-74.0666914,4.73305185,1012351255480500225,Thu Jun 28 15:05:22 +0000 2018
Point,-75.5751,6.2359,1012351337248542720,Thu Jun 28 15:05:42 +0000 2018
Point,-74.0794,4.5997,1012351349713928193,Thu Jun 28 15:05:45 +0000 2018
Point,-73.25,4,1012351598012530691,Thu Jun 28 15:06:44 +0000 2018
Point,-75.56675277,6.26504197,1012351791567130626,Thu Jun 28 15:07:30 +0000 2018
Point,-76.0469,1.8498,1012351816280002561,Thu Jun 28 15:07:36 +0000 2018
Point,-74.0794,4.5997,1012351868079570946,Thu Jun 28 15:07:48 +0000 2018
Point,-75.5679904,6.2093197,1012351889978134528,Thu Jun 28 15:07:53 +0000 2018
Point,-74.05439514,4.66637664,1012351911591337984,Thu Jun 28 15:07:58 +0000 2018
Point,-76.54300593,3.43273154,1012351931136823297,Thu Jun 28 15:08:03 +0000 2018
Point,-75.5679904,6.2093197,1012351965173559296,Thu Jun 28 15:08:11 +0000 2018
Point,-75.5679904,6.2093197,1012352009146683392,Thu Jun 28 15:08:22 +0000 2018
Point,-75.5679904,6.2093197,1012352061130924033,Thu Jun 28 15:08:34 +0000 2018
Point,-74.07008171,4.60517152,1012352066650562560,Thu Jun 28 15:08:35 +0000 2018
Point,-74.0794,4.5997,1012352071134208000,Thu Jun 28 15:08:37 +0000 2018
Point,-74.1112247,4.72248792,1012352079040532481,Thu Jun 28 15:08:38 +0000 2018
Point,-75.5679904,6.2093197,1012352094274244608,Thu Jun 28 15:08:42 +0000 2018
Point,-75.5679904,6.2093197,1012352103405228033,Thu Jun 28 15:08:44 +0000 2018
Point,-75.5679904,6.2093197,1012352112129335296,Thu Jun 28 15:08:46 +0000 2018
Point,-75.5679904,6.2093197,1012352129045016576,Thu Jun 28 15:08:50 +0000 2018
Point,-75.5679904,6.2093197,1012352132123484162,Thu Jun 28 15:08:51 +0000 2018
Point,-75.5679904,6.2093197,1012352142622019584,Thu Jun 28 15:08:54 +0000 2018
Point,-73.3667,5.5333,1012352160431001600,Thu Jun 28 15:08:58 +0000 2018
Point,-75.5679904,6.2093197,1012352168945377280,Thu Jun 28 15:09:00 +0000 2018
Point,-75.5679904,6.2093197,1012352185911390208,Thu Jun 28 15:09:04 +0000 2018
Point,-75.5031,6.05861,1012352302429229057,Thu Jun 28 15:09:32 +0000 2018
Point,-76.54113046,3.44713424,1012352323774025730,Thu Jun 28 15:09:37 +0000 2018
Point,-74.03027773,4.69422721,1012352335111213057,Thu Jun 28 15:09:39 +0000 2018
Point,-75.50260925,6.05719137,1012352347517972481,Thu Jun 28 15:09:42 +0000 2018
Point,-75.51738,5.067006,1012352457693847553,Thu Jun 28 15:10:09 +0000 2018
Point,-75.5679904,6.2093197,1012352663025942528,Thu Jun 28 15:10:58 +0000 2018
